Order ID,Date,Region,Sales Channel,Customer Type,Product Category,Product,Salesperson,Quantity,Unit Price,Discount,Revenue
ORD-2004,5/14/2026,West,Retail Store,New,Accessories,Keyboard,Sofia Tan,3,58.5,5%,166.73
ORD-2005,5/27/2026,Central,Online,New,Monitors,Portable Monitor,Hafiz Rahman,2,611.1,10%,1099.98
ORD-2006,4/13/2026,South,Marketplace,New,Office Supplies,Printer Paper,Farah Ali,2,17.17,5%,32.63
ORD-2007,7/1/2026,South,Corporate Sales,Returning,Storage,External SSD 1TB,Farah Ali,14,413.1,15%,4915.89
ORD-2008,12/30/2026,South,Corporate Sales,New,Accessories,Mouse Pad,Jason Lee,12,14.04,15%,143.21
ORD-2009,10/26/2026,North,Retail Store,Returning,Storage,Memory Card 256GB,Daniel Wong,4,84.24,5%,320.11
ORD-2010,4/13/2026,East,Marketplace,New,Office Supplies,Desk Organizer,Grace Ng,2,31.5,5%,59.85
ORD-2011,4/19/2026,South,Retail Store,Returning,Storage,External SSD 1TB,Farah Ali,3,392.85,8%,1084.27
ORD-2012,11/15/2026,East,Retail Store,Returning,Networking,Network Switch,Nora Chen,3,162,10%,437.4
ORD-2013,4/20/2026,East,Marketplace,Returning,Accessories,Laptop Stand,Grace Ng,6,34.2,3%,199.04
ORD-2014,3/28/2026,East,Online,New,Accessories,Mouse Pad,Grace Ng,4,14.31,0%,57.24
ORD-2015,3/31/2026,West,Online,New,Storage,USB Drive 128GB,Sofia Tan,4,51.3,3%,199.04
ORD-2016,4/7/2026,East,Online,New,Computers,Gaming Laptop,Nora Chen,2,3666.6,10%,6599.88
ORD-2017,1/20/2026,Central,Online,Returning,Storage,Memory Card 256GB,Chloe Lim,4,81,0%,324
ORD-2018,5/4/2026,Central,Online,Returning,Office Supplies,Sticky Notes,Kevin Yap,7,7.34,5%,48.84
ORD-2019,1/24/2026,North,Corporate Sales,Returning,Networking,Mesh Wi-Fi Set,Daniel Wong,8,702,3%,5447.52
ORD-2020,11/20/2026,East,Retail Store,Returning,Computers,All-in-One PC,Amir Hassan,4,2700,5%,10260
ORD-2021,11/3/2026,West,Online,New,Storage,Memory Card 256GB,Sofia Tan,2,82.62,5%,156.98
ORD-2022,12/21/2026,East,Online,Returning,Accessories,Keyboard,Grace Ng,5,58.5,8%,269.1
ORD-2023,9/20/2026,South,Online,New,Accessories,USB-C Hub,Raj Kumar,4,49.5,5%,188.1
ORD-2024,11/29/2026,East,Online,Returning,Storage,Memory Card 256GB,Amir Hassan,2,78.57,0%,157.14
ORD-2025,6/1/2026,Central,Online,Returning,Networking,Network Switch,Chloe Lim,2,165.24,8%,304.04
ORD-2026,4/9/2026,South,Marketplace,New,Storage,External SSD 1TB,Farah Ali,2,384.75,15%,654.08
ORD-2027,12/21/2026,East,Marketplace,New,Monitors,27-inch Monitor,Grace Ng,3,765,10%,2065.5
ORD-2028,1/2/2026,East,Online,Returning,Computers,Gaming Laptop,Nora Chen,2,3780,8%,6955.2
ORD-2029,4/16/2026,South,Retail Store,Returning,Monitors,Portable Monitor,Raj Kumar,2,630,3%,1222.2
ORD-2030,2/12/2026,Central,Corporate Sales,Returning,Computers,All-in-One PC,Chloe Lim,2,2700,10%,4860
ORD-2031,6/5/2026,North,Online,Returning,Office Supplies,Desk Organizer,Mei Tan,9,31.5,10%,255.15
ORD-2032,5/9/2026,North,Retail Store,Returning,Accessories,Webcam,Mei Tan,8,68.4,5%,519.84
ORD-2033,1/27/2026,Central,Online,New,Networking,Network Switch,Hafiz Rahman,4,171.72,10%,618.19
ORD-2034,12/23/2026,West,Marketplace,Returning,Computers,Desktop Mini,Priya Shah,3,1571.4,20%,3771.36
ORD-2035,12/9/2026,Central,Corporate Sales,New,Accessories,Keyboard,Kevin Yap,6,59.67,8%,329.38
ORD-2036,3/9/2026,West,Online,Returning,Computers,All-in-One PC,Priya Shah,2,2754,5%,5232.6
ORD-2037,1/21/2026,West,Online,Returning,Office Supplies,Pen Pack,Sofia Tan,3,10.8,0%,32.4
ORD-2038,10/10/2026,North,Retail Store,New,Monitors,27-inch Monitor,Daniel Wong,2,726.75,5%,1380.83
ORD-2039,6/3/2026,North,Corporate Sales,Returning,Storage,External HDD 2TB,Mei Tan,8,293.76,10%,2115.07
ORD-2040,11/27/2026,North,Online,Returning,Storage,Memory Card 256GB,Mei Tan,4,82.62,5%,313.96
ORD-2041,2/25/2026,West,Retail Store,Returning,Computers,Gaming Laptop,Priya Shah,2,3666.6,20%,5866.56
ORD-2042,2/23/2026,South,Online,Returning,Office Supplies,Printer Paper,Farah Ali,5,16.85,0%,84.24
ORD-2043,7/29/2026,Central,Retail Store,Returning,Computers,Desktop Mini,Hafiz Rahman,2,1684.8,5%,3201.12
ORD-2044,2/4/2026,South,Corporate Sales,New,Office Supplies,Desk Organizer,Raj Kumar,7,33.39,8%,215.03
ORD-2045,7/25/2026,West,Marketplace,Returning,Accessories,Webcam,Ben Ho,8,68.4,0%,547.2
ORD-2046,2/23/2026,South,Online,Returning,Accessories,Wireless Mouse,Raj Kumar,3,40.5,3%,117.86
ORD-2047,11/13/2026,Central,Online,Returning,Networking,Ethernet Cable,Chloe Lim,2,18.72,10%,33.7
ORD-2048,1/1/2026,West,Retail Store,Returning,Office Supplies,Notebook Set,Priya Shah,3,22.5,0%,67.5
ORD-2049,8/10/2026,North,Corporate Sales,Returning,Computers,Gaming Laptop,Mei Tan,3,3780,15%,9639
ORD-2050,2/17/2026,West,Corporate Sales,Returning,Accessories,Webcam,Ben Ho,4,72,8%,264.96
ORD-2051,3/20/2026,Central,Corporate Sales,Returning,Office Supplies,Desk Organizer,Kevin Yap,7,31.5,0%,220.5
ORD-2052,8/13/2026,South,Online,Returning,Monitors,Portable Monitor,Raj Kumar,5,630,5%,2992.5
ORD-2053,6/16/2026,West,Marketplace,Returning,Storage,Memory Card 256GB,Sofia Tan,4,81,0%,324
ORD-2054,6/16/2026,East,Corporate Sales,New,Office Supplies,Notebook Set,Amir Hassan,8,21.83,5%,165.87
ORD-2055,3/8/2026,North,Retail Store,Returning,Office Supplies,Sticky Notes,Aisha Lim,2,7.2,5%,13.68
ORD-2056,11/5/2026,Central,Online,Returning,Monitors,24-inch Monitor,Hafiz Rahman,3,522,10%,1409.4
ORD-2057,11/7/2026,Central,Online,Returning,Monitors,24-inch Monitor,Chloe Lim,2,506.34,0%,1012.68
ORD-2058,6/10/2026,East,Online,New,Office Supplies,Notebook Set,Grace Ng,7,21.38,5%,142.14
ORD-2059,11/16/2026,North,Marketplace,Returning,Accessories,Wireless Mouse,Daniel Wong,9,42.12,10%,341.17
ORD-2060,11/4/2026,East,Online,Returning,Accessories,Webcam,Amir Hassan,6,72,20%,345.6
ORD-2061,9/7/2026,East,Online,New,Storage,External HDD 2TB,Nora Chen,4,288,10%,1036.8
ORD-2062,6/5/2026,North,Online,Returning,Computers,Laptop Air 13,Aisha Lim,2,2250,5%,4275
ORD-2063,2/20/2026,East,Online,New,Monitors,27-inch Monitor,Amir Hassan,3,780.3,15%,1989.77
ORD-2064,4/30/2026,Central,Retail Store,New,Storage,Memory Card 256GB,Chloe Lim,4,81,5%,307.8
ORD-2065,5/2/2026,North,Online,New,Monitors,27-inch Monitor,Daniel Wong,2,795.6,8%,1463.9
ORD-2066,8/31/2026,Central,Marketplace,Returning,Monitors,27-inch Monitor,Chloe Lim,4,726.75,20%,2325.6
ORD-2067,12/20/2026,North,Online,Returning,Computers,Laptop Pro 14,Daniel Wong,2,2880,8%,5299.2
ORD-2068,10/6/2026,East,Online,Returning,Computers,Gaming Laptop,Amir Hassan,2,4006.8,15%,6811.56
ORD-2069,7/29/2026,East,Online,New,Storage,USB Drive 128GB,Amir Hassan,6,54,5%,307.8
ORD-2070,9/9/2026,West,Retail Store,Returning,Computers,Laptop Pro 14,Ben Ho,3,2937.6,10%,7931.52
ORD-2071,7/10/2026,East,Marketplace,Returning,Accessories,Laptop Stand,Nora Chen,7,34.2,20%,191.52
ORD-2072,6/17/2026,North,Retail Store,New,Office Supplies,Desk Organizer,Aisha Lim,4,29.93,0%,119.7
ORD-2073,9/13/2026,North,Corporate Sales,New,Storage,External SSD 1TB,Aisha Lim,16,429.3,8%,6319.3
ORD-2074,3/24/2026,Central,Corporate Sales,Returning,Accessories,Wireless Mouse,Chloe Lim,10,40.5,3%,392.85
ORD-2075,2/27/2026,Central,Online,Returning,Accessories,Wireless Mouse,Kevin Yap,9,40.5,3%,353.57
ORD-2076,11/10/2026,Central,Marketplace,New,Storage,USB Drive 128GB,Kevin Yap,8,51.3,5%,389.88
ORD-2077,3/9/2026,North,Corporate Sales,New,Computers,Laptop Air 13,Daniel Wong,2,2385,8%,4388.4
ORD-2078,6/7/2026,West,Marketplace,Returning,Accessories,Webcam,Priya Shah,2,73.44,8%,135.13
ORD-2079,2/15/2026,North,Marketplace,New,Accessories,Laptop Stand,Mei Tan,5,32.49,10%,146.21
ORD-2080,9/15/2026,North,Corporate Sales,New,Office Supplies,Pen Pack,Aisha Lim,6,10.8,5%,61.56
ORD-2081,5/3/2026,East,Retail Store,Returning,Computers,Laptop Air 13,Amir Hassan,5,2250,3%,10912.5
ORD-2082,4/16/2026,South,Online,Returning,Monitors,27-inch Monitor,Raj Kumar,5,726.75,8%,3343.05
ORD-2083,7/7/2026,Central,Retail Store,Returning,Storage,USB Drive 128GB,Kevin Yap,3,54,20%,129.6
ORD-2084,11/26/2026,South,Retail Store,New,Accessories,Laptop Stand,Jason Lee,7,32.49,8%,209.24
ORD-2085,5/3/2026,East,Online,Returning,Storage,External SSD 1TB,Nora Chen,5,413.1,8%,1900.26
ORD-2086,3/16/2026,South,Corporate Sales,New,Networking,Ethernet Cable,Raj Kumar,7,18,3%,122.22
ORD-2087,6/20/2026,East,Retail Store,Returning,Computers,Laptop Air 13,Amir Hassan,3,2250,10%,6075
ORD-2088,10/9/2026,North,Marketplace,New,Networking,Wi-Fi Router,Daniel Wong,3,262.08,5%,746.93
ORD-2089,1/6/2026,North,Online,New,Monitors,27-inch Monitor,Mei Tan,2,765,5%,1453.5
ORD-2090,10/12/2026,Central,Online,New,Computers,Gaming Laptop,Chloe Lim,2,3591,5%,6822.9
ORD-2091,3/4/2026,North,Marketplace,Returning,Storage,External HDD 2TB,Mei Tan,2,293.76,3%,569.89
ORD-2092,6/22/2026,South,Online,Returning,Computers,Gaming Laptop,Raj Kumar,3,3780,3%,10999.8
ORD-2093,5/30/2026,North,Corporate Sales,Returning,Office Supplies,Printer Paper,Daniel Wong,8,16.85,5%,128.04
ORD-2094,10/19/2026,North,Marketplace,New,Accessories,Laptop Stand,Daniel Wong,4,34.88,0%,139.54
ORD-2095,10/30/2026,North,Online,Returning,Accessories,Laptop Stand,Mei Tan,2,35.57,5%,67.58
ORD-2096,10/6/2026,South,Corporate Sales,Returning,Computers,Gaming Laptop,Raj Kumar,2,3780,10%,6804
ORD-2097,3/6/2026,South,Corporate Sales,Returning,Monitors,24-inch Monitor,Farah Ali,2,522,10%,939.6
ORD-2098,1/9/2026,East,Marketplace,Returning,Office Supplies,Desk Organizer,Grace Ng,3,32.76,8%,90.42
ORD-2099,11/30/2026,East,Online,Returning,Computers,All-in-One PC,Amir Hassan,2,2754,3%,5342.76
ORD-2100,7/13/2026,Central,Online,New,Networking,Ethernet Cable,Hafiz Rahman,4,18,5%,68.4
ORD-2101,6/15/2026,South,Online,Returning,Computers,All-in-One PC,Farah Ali,2,2754,5%,5232.6
ORD-2102,1/10/2026,East,Online,New,Accessories,Laptop Stand,Amir Hassan,4,34.2,5%,129.96
ORD-2103,10/18/2026,West,Online,New,Accessories,Mouse Pad,Ben Ho,4,13.5,3%,52.38
ORD-2104,5/15/2026,West,Online,Returning,Office Supplies,Sticky Notes,Sofia Tan,2,7.63,3%,14.81
ORD-2105,3/24/2026,West,Marketplace,Returning,Networking,Wi-Fi Router,Ben Ho,7,257.04,10%,1619.35
ORD-2106,6/6/2026,Central,Online,Returning,Office Supplies,Printer Paper,Hafiz Rahman,6,15.71,10%,84.86
ORD-2107,8/18/2026,Central,Online,Returning,Computers,Gaming Laptop,Kevin Yap,3,3780,5%,10773
ORD-2108,6/9/2026,South,Corporate Sales,Returning,Networking,Ethernet Cable,Farah Ali,3,18,3%,52.38
ORD-2109,9/9/2026,South,Retail Store,Returning,Computers,Laptop Air 13,Raj Kumar,2,2250,3%,4365
ORD-2110,8/24/2026,West,Marketplace,Returning,Storage,USB Drive 128GB,Ben Ho,3,56.16,8%,155
ORD-2111,12/5/2026,Central,Online,Returning,Monitors,27-inch Monitor,Kevin Yap,2,795.6,0%,1591.2
ORD-2112,12/21/2026,East,Marketplace,New,Storage,USB Drive 128GB,Grace Ng,3,54,5%,153.9
ORD-2113,5/6/2026,West,Online,New,Computers,Laptop Pro 14,Sofia Tan,2,2880,8%,5299.2
ORD-2114,5/18/2026,North,Retail Store,Returning,Accessories,Keyboard,Mei Tan,9,58.5,8%,484.38
ORD-2115,11/25/2026,West,Corporate Sales,Returning,Monitors,27-inch Monitor,Ben Ho,5,795.6,5%,3779.1
ORD-2116,9/22/2026,Central,Marketplace,Returning,Accessories,Webcam,Hafiz Rahman,2,74.88,5%,142.27
ORD-2117,4/30/2026,East,Marketplace,New,Accessories,Webcam,Grace Ng,5,73.44,10%,330.48
ORD-2118,11/13/2026,East,Retail Store,Returning,Accessories,Wireless Mouse,Nora Chen,2,40.5,10%,72.9
ORD-2119,8/24/2026,South,Online,Returning,Accessories,Mouse Pad,Raj Kumar,5,14.31,20%,57.24
ORD-2120,10/29/2026,Central,Retail Store,Returning,Accessories,Keyboard,Chloe Lim,3,62.01,15%,158.13
ORD-2121,6/23/2026,Central,Online,New,Office Supplies,Pen Pack,Hafiz Rahman,3,11.45,10%,30.91
ORD-2122,12/26/2026,North,Retail Store,Returning,Office Supplies,Desk Organizer,Mei Tan,2,31.5,10%,56.7
ORD-2123,2/1/2026,West,Retail Store,Returning,Monitors,Portable Monitor,Priya Shah,4,611.1,20%,1955.52
ORD-2124,7/23/2026,West,Corporate Sales,Returning,Accessories,USB-C Hub,Priya Shah,6,47.03,5%,268.04
ORD-2125,12/10/2026,South,Marketplace,Returning,Computers,Laptop Pro 14,Jason Lee,2,2793.6,5%,5307.84
ORD-2126,4/10/2026,West,Online,Returning,Accessories,Keyboard,Priya Shah,2,62.01,0%,124.02
ORD-2127,9/15/2026,Central,Retail Store,New,Computers,Desktop Mini,Hafiz Rahman,2,1717.2,5%,3262.68
ORD-2128,8/20/2026,North,Online,Returning,Accessories,Laptop Stand,Daniel Wong,5,34.88,3%,169.19
ORD-2129,3/21/2026,South,Corporate Sales,Returning,Computers,Laptop Air 13,Farah Ali,2,2250,15%,3825
ORD-2130,1/9/2026,Central,Retail Store,New,Accessories,Laptop Stand,Hafiz Rahman,3,35.57,15%,90.7
ORD-2131,9/19/2026,Central,Online,Returning,Office Supplies,Printer Paper,Hafiz Rahman,6,16.2,5%,92.34
ORD-2132,1/11/2026,West,Online,New,Accessories,Keyboard,Sofia Tan,4,58.5,10%,210.6
ORD-2133,12/9/2026,East,Retail Store,Returning,Accessories,Mouse Pad,Nora Chen,5,13.5,5%,64.13
ORD-2134,4/6/2026,Central,Retail Store,New,Networking,Wi-Fi Router,Chloe Lim,3,239.4,8%,660.74
ORD-2135,4/24/2026,North,Marketplace,Returning,Accessories,Mouse Pad,Aisha Lim,2,14.31,20%,22.9
ORD-2136,3/7/2026,West,Corporate Sales,Returning,Networking,Mesh Wi-Fi Set,Priya Shah,4,675,3%,2619
ORD-2137,10/16/2026,East,Retail Store,Returning,Computers,Laptop Pro 14,Amir Hassan,2,2880,5%,5472
ORD-2138,3/18/2026,East,Retail Store,New,Accessories,USB-C Hub,Grace Ng,5,48.02,5%,228.07
ORD-2139,3/26/2026,West,Corporate Sales,Returning,Computers,Gaming Laptop,Priya Shah,2,3780,3%,7333.2
ORD-2140,10/7/2026,Central,Online,Returning,Accessories,Laptop Stand,Chloe Lim,4,34.2,0%,136.8
ORD-2141,11/7/2026,Central,Retail Store,Returning,Accessories,USB-C Hub,Hafiz Rahman,2,49.5,15%,84.15
ORD-2142,9/18/2026,Central,Online,New,Accessories,Laptop Stand,Chloe Lim,3,34.2,5%,97.47
ORD-2143,9/30/2026,East,Retail Store,New,Accessories,USB-C Hub,Nora Chen,6,49.5,5%,282.15
ORD-2144,5/17/2026,Central,Corporate Sales,Returning,Office Supplies,Desk Organizer,Hafiz Rahman,14,31.5,8%,405.72
ORD-2145,10/5/2026,South,Online,Returning,Monitors,Portable Monitor,Farah Ali,3,655.2,0%,1965.6
ORD-2146,1/14/2026,South,Marketplace,Returning,Storage,External SSD 1TB,Farah Ali,2,405,10%,729
ORD-2147,1/11/2026,South,Corporate Sales,New,Monitors,27-inch Monitor,Farah Ali,3,765,8%,2111.4
ORD-2148,8/2/2026,North,Corporate Sales,Returning,Monitors,24-inch Monitor,Aisha Lim,3,542.88,15%,1384.34
ORD-2149,4/20/2026,East,Online,New,Computers,All-in-One PC,Amir Hassan,2,2754,3%,5342.76
ORD-2150,2/24/2026,North,Marketplace,Returning,Office Supplies,Pen Pack,Aisha Lim,4,10.8,8%,39.74
ORD-2151,4/19/2026,East,Corporate Sales,Returning,Office Supplies,Notebook Set,Grace Ng,11,22.5,0%,247.5
ORD-2152,11/9/2026,Central,Online,Returning,Storage,External HDD 2TB,Hafiz Rahman,3,288,3%,838.08
ORD-2153,5/22/2026,Central,Online,Returning,Networking,Mesh Wi-Fi Set,Hafiz Rahman,4,654.75,5%,2488.05
ORD-2154,11/27/2026,East,Marketplace,Returning,Accessories,USB-C Hub,Amir Hassan,8,47.03,15%,319.77
ORD-2155,10/16/2026,South,Online,New,Accessories,Wireless Mouse,Raj Kumar,4,39.29,8%,144.57
ORD-2156,8/15/2026,East,Marketplace,Returning,Storage,Memory Card 256GB,Grace Ng,3,81,15%,206.55
ORD-2157,11/3/2026,North,Corporate Sales,New,Monitors,Portable Monitor,Daniel Wong,2,598.5,5%,1137.15
ORD-2158,1/11/2026,North,Online,New,Office Supplies,Sticky Notes,Mei Tan,4,7.34,10%,26.44
ORD-2159,10/19/2026,Central,Marketplace,Returning,Storage,External HDD 2TB,Chloe Lim,2,288,3%,558.72
ORD-2160,7/31/2026,Central,Corporate Sales,Returning,Networking,Ethernet Cable,Chloe Lim,13,18.36,10%,214.81
ORD-2161,4/14/2026,Central,Online,Returning,Storage,External SSD 1TB,Chloe Lim,6,405,15%,2065.5
ORD-2162,11/13/2026,North,Marketplace,Returning,Accessories,Wireless Mouse,Aisha Lim,3,42.93,5%,122.35
ORD-2163,4/8/2026,North,Online,Returning,Storage,External SSD 1TB,Aisha Lim,5,405,0%,2025
ORD-2164,12/10/2026,West,Online,New,Networking,Ethernet Cable,Ben Ho,3,19.08,0%,57.24
ORD-2165,1/13/2026,Central,Retail Store,Returning,Computers,Desktop Mini,Hafiz Rahman,2,1571.4,10%,2828.52
ORD-2166,3/23/2026,North,Corporate Sales,Returning,Monitors,Ultrawide Monitor,Mei Tan,2,1377,15%,2340.9
ORD-2167,5/8/2026,East,Online,Returning,Accessories,Webcam,Amir Hassan,6,72,8%,397.44
ORD-2168,8/27/2026,North,Online,Returning,Networking,Mesh Wi-Fi Set,Mei Tan,6,688.5,0%,4131
ORD-2169,7/1/2026,South,Retail Store,Returning,Computers,Desktop Mini,Farah Ali,3,1539,5%,4386.15
ORD-2170,1/28/2026,North,Retail Store,Returning,Office Supplies,Sticky Notes,Mei Tan,2,7.2,0%,14.4
ORD-2171,3/2/2026,North,Retail Store,Returning,Office Supplies,Sticky Notes,Daniel Wong,2,7.63,8%,14.04
ORD-2172,1/16/2026,East,Marketplace,New,Storage,USB Drive 128GB,Grace Ng,3,52.38,10%,141.43
ORD-2173,8/3/2026,East,Marketplace,New,Storage,External SSD 1TB,Nora Chen,3,421.2,8%,1162.51
ORD-2174,6/3/2026,West,Online,Returning,Monitors,Ultrawide Monitor,Sofia Tan,2,1350,5%,2565
ORD-2175,8/30/2026,Central,Corporate Sales,Returning,Storage,External HDD 2TB,Chloe Lim,3,288,8%,794.88
ORD-2176,11/3/2026,North,Retail Store,Returning,Accessories,Webcam,Daniel Wong,3,74.88,3%,217.9
ORD-2177,4/15/2026,North,Online,Returning,Networking,Ethernet Cable,Aisha Lim,3,18,10%,48.6
ORD-2178,10/15/2026,West,Corporate Sales,New,Monitors,24-inch Monitor,Priya Shah,2,532.44,0%,1064.88
ORD-2179,8/2/2026,Central,Marketplace,New,Storage,External HDD 2TB,Chloe Lim,3,293.76,5%,837.22
ORD-2180,12/17/2026,North,Marketplace,Returning,Monitors,27-inch Monitor,Daniel Wong,3,765,5%,2180.25
ORD-2181,5/20/2026,West,Retail Store,Returning,Accessories,Webcam,Priya Shah,4,73.44,8%,270.26
ORD-2182,6/3/2026,North,Online,Returning,Storage,External HDD 2TB,Aisha Lim,6,299.52,3%,1743.21
ORD-2183,4/29/2026,East,Retail Store,Returning,Computers,Desktop Mini,Grace Ng,2,1539,8%,2831.76
ORD-2184,5/30/2026,West,Retail Store,New,Office Supplies,Pen Pack,Sofia Tan,3,10.8,0%,32.4
ORD-2185,6/6/2026,West,Retail Store,New,Office Supplies,Notebook Set,Ben Ho,8,22.5,5%,171
ORD-2186,2/24/2026,East,Corporate Sales,New,Computers,Desktop Mini,Amir Hassan,2,1652.4,0%,3304.8
ORD-2187,7/25/2026,West,Retail Store,Returning,Computers,Laptop Pro 14,Priya Shah,2,3052.8,15%,5189.76
ORD-2188,9/5/2026,Central,Online,Returning,Accessories,Mouse Pad,Kevin Yap,3,14.31,0%,42.93
ORD-2189,9/26/2026,East,Online,Returning,Accessories,Mouse Pad,Amir Hassan,2,13.77,10%,24.79
ORD-2190,11/14/2026,East,Retail Store,Returning,Computers,Desktop Mini,Grace Ng,2,1620,5%,3078
ORD-2191,12/11/2026,North,Online,Returning,Accessories,USB-C Hub,Mei Tan,4,49.5,10%,178.2
ORD-2192,12/27/2026,West,Retail Store,Returning,Computers,All-in-One PC,Priya Shah,2,2808,3%,5447.52
ORD-2193,12/19/2026,North,Marketplace,New,Storage,Memory Card 256GB,Daniel Wong,5,84.24,0%,421.2
ORD-2194,10/28/2026,East,Marketplace,New,Computers,Gaming Laptop,Grace Ng,2,3591,3%,6966.54
ORD-2195,4/12/2026,South,Retail Store,New,Monitors,Ultrawide Monitor,Raj Kumar,4,1377,5%,5232.6
ORD-2196,4/26/2026,North,Retail Store,Returning,Computers,Laptop Air 13,Daniel Wong,2,2250,15%,3825
ORD-2197,5/13/2026,West,Corporate Sales,New,Monitors,24-inch Monitor,Sofia Tan,2,532.44,8%,979.69
ORD-2198,10/5/2026,North,Corporate Sales,Returning,Computers,Gaming Laptop,Daniel Wong,3,3780,3%,10999.8
ORD-2199,11/7/2026,Central,Marketplace,Returning,Networking,Ethernet Cable,Kevin Yap,2,17.1,8%,31.46
ORD-2200,9/18/2026,South,Retail Store,New,Storage,External SSD 1TB,Jason Lee,2,405,8%,745.2
ORD-2201,9/6/2026,North,Online,New,Accessories,USB-C Hub,Aisha Lim,6,48.02,10%,259.28
ORD-2202,3/8/2026,South,Online,Returning,Accessories,Keyboard,Jason Lee,2,58.5,3%,113.49
ORD-2203,8/12/2026,Central,Retail Store,Returning,Accessories,Laptop Stand,Hafiz Rahman,8,34.2,15%,232.56
ORD-2204,11/14/2026,East,Marketplace,New,Accessories,Webcam,Amir Hassan,4,74.88,15%,254.59
ORD-2205,10/23/2026,Central,Online,Returning,Computers,Desktop Mini,Kevin Yap,2,1620,5%,3078
ORD-2206,2/28/2026,Central,Corporate Sales,Returning,Monitors,24-inch Monitor,Kevin Yap,3,553.32,0%,1659.96
ORD-2207,12/3/2026,West,Corporate Sales,Returning,Networking,Network Switch,Priya Shah,8,162,0%,1296
ORD-2208,6/19/2026,East,Marketplace,New,Monitors,24-inch Monitor,Nora Chen,2,532.44,10%,958.39
ORD-2209,3/9/2026,Central,Online,New,Office Supplies,Notebook Set,Chloe Lim,3,23.85,8%,65.83
ORD-2210,7/12/2026,West,Online,Returning,Computers,Laptop Air 13,Priya Shah,2,2340,8%,4305.6
ORD-2211,8/28/2026,North,Retail Store,Returning,Computers,Laptop Pro 14,Daniel Wong,2,2793.6,5%,5307.84
ORD-2212,7/3/2026,South,Retail Store,Returning,Accessories,Keyboard,Raj Kumar,4,55.58,5%,211.19
ORD-2213,4/5/2026,Central,Retail Store,Returning,Computers,Gaming Laptop,Hafiz Rahman,2,3931.2,0%,7862.4
ORD-2214,10/3/2026,South,Corporate Sales,Returning,Monitors,27-inch Monitor,Jason Lee,2,765,3%,1484.1
ORD-2215,11/9/2026,East,Online,New,Office Supplies,Notebook Set,Nora Chen,5,21.38,0%,106.88
ORD-2216,12/17/2026,North,Online,New,Office Supplies,Sticky Notes,Mei Tan,6,7.34,20%,35.25
ORD-2217,9/16/2026,North,Online,New,Office Supplies,Pen Pack,Daniel Wong,4,11.02,10%,39.66
ORD-2218,11/25/2026,North,Online,Returning,Accessories,Wireless Mouse,Aisha Lim,6,39.29,5%,223.92
ORD-2219,2/22/2026,North,Retail Store,Returning,Monitors,27-inch Monitor,Daniel Wong,5,780.3,15%,3316.28
ORD-2220,11/26/2026,East,Online,Returning,Computers,Desktop Mini,Nora Chen,2,1620,15%,2754
ORD-2221,2/10/2026,South,Marketplace,Returning,Office Supplies,Sticky Notes,Jason Lee,6,6.98,0%,41.9
ORD-2222,5/17/2026,East,Corporate Sales,Returning,Office Supplies,Pen Pack,Nora Chen,6,10.8,5%,61.56
ORD-2223,4/21/2026,East,Retail Store,New,Accessories,Wireless Mouse,Amir Hassan,4,41.31,5%,156.98
ORD-2224,7/26/2026,West,Corporate Sales,Returning,Monitors,24-inch Monitor,Priya Shah,5,522,5%,2479.5
ORD-2225,10/19/2026,East,Corporate Sales,Returning,Monitors,24-inch Monitor,Grace Ng,2,522,5%,991.8
ORD-2226,1/27/2026,West,Retail Store,Returning,Office Supplies,Sticky Notes,Sofia Tan,5,7.34,0%,36.72
ORD-2227,6/2/2026,Central,Corporate Sales,New,Computers,Laptop Air 13,Kevin Yap,2,2137.5,5%,4061.25
ORD-2228,10/2/2026,North,Online,Returning,Office Supplies,Pen Pack,Aisha Lim,6,11.23,5%,64.02
ORD-2229,5/1/2026,East,Retail Store,New,Networking,Ethernet Cable,Amir Hassan,8,18,5%,136.8
ORD-2230,1/6/2026,South,Retail Store,New,Office Supplies,Printer Paper,Farah Ali,4,16.2,10%,58.32
ORD-2231,1/25/2026,East,Corporate Sales,New,Storage,External SSD 1TB,Nora Chen,13,405,8%,4843.8
ORD-2232,6/7/2026,Central,Online,Returning,Networking,Network Switch,Kevin Yap,4,162,3%,628.56
ORD-2233,4/25/2026,North,Marketplace,Returning,Networking,Network Switch,Aisha Lim,2,162,20%,259.2
ORD-2234,4/6/2026,North,Marketplace,New,Storage,External SSD 1TB,Daniel Wong,3,405,8%,1117.8
ORD-2235,3/20/2026,West,Corporate Sales,Returning,Networking,Mesh Wi-Fi Set,Sofia Tan,3,688.5,0%,2065.5
ORD-2236,5/31/2026,South,Online,Returning,Networking,Wi-Fi Router,Jason Lee,3,262.08,15%,668.3
ORD-2237,6/1/2026,West,Online,Returning,Accessories,USB-C Hub,Ben Ho,6,48.02,8%,265.04
ORD-2238,5/8/2026,East,Online,New,Accessories,Webcam,Amir Hassan,4,68.4,0%,273.6
ORD-2239,5/5/2026,Central,Corporate Sales,New,Accessories,Wireless Mouse,Chloe Lim,11,42.12,0%,463.32
ORD-2240,2/10/2026,East,Online,Returning,Networking,Network Switch,Grace Ng,5,162,5%,769.5
ORD-2241,4/16/2026,East,Online,Returning,Monitors,27-inch Monitor,Nora Chen,3,810.9,5%,2311.07
